Country Code,Country Name,Year,EnergyUse,PM25,CO2pc,GDPpc,School,LE,Region,Income Group,LE_n,GDPpc_n,School_n,EnergyUse_n,PM25_n,CO2pc_n,SKV_v0
AFG,Afghanistan,2012,,70.9223165078033,0.3196266077452662,568.9290214583409,54.2063903808594,61.735,"Middle East, North Africa, Afghanistan & Pakistan",Low income,0.39348635502237816,0.0022321060260816444,0.30887003054304757,,0.08708341603198788,0.9903783467690565,-0.30386805087001967
AFG,Afghanistan,2013,,73.1318159038053,0.2624696483893344,580.6038333330962,54.7542190551758,62.188,"Middle East, North Africa, Afghanistan & Pakistan",Low income,0.4057600022013661,0.0023406680103321624,0.31279450773829853,,0.056053525952100114,0.9920989308172287,-0.2837778357346654
AFG,Afghanistan,2014,,77.12313625383202,0.2386428150099948,575.1462458085464,54.235481262207,62.26,"Middle East, North Africa, Afghanistan & Pakistan",Low income,0.4077107805609401,0.0022899188815888425,0.3090784287262585,,1.1102230246251565e-16,0.9928161850220169,-0.25671504978807935
AFG,Afghanistan,2015,,73.4908176326415,0.2467060245513654,565.5697304087512,53.2851409912109,62.27,"Middle East, North Africa, Afghanistan & Pakistan",Low income,0.4079817219997701,0.0022008685803796666,0.30227048146810026,,0.05101175757486798,0.992573459903846,-0.2843082513899403
AFG,Afghanistan,2016,,72.7659101386992,0.2169298916111335,563.8723367231469,53.5063400268555,62.646,"Middle East, North Africa, Afghanistan & Pakistan",Low income,0.4181691200997686,0.002185084820560636,0.3038550837565474,,0.06119225361655867,0.9934698046347507,-0.28592793290002916
AFG,Afghanistan,2017,,65.8623470043896,0.2260112272893545,562.7695741409875,55.4021492004395,62.406,"Middle East, North Africa, Afghanistan & Pakistan",Low income,0.41166652556785444,0.002174830428853022,0.3174360812783765,,0.15814489619469552,0.9931964310774426,-0.3319115178777078
AFG,Afghanistan,2018,,67.2271774798558,0.215877625146902,553.1251516882929,57.0392990112305,62.443,"Middle East, North Africa, Afghanistan & Pakistan",Low income,0.4126690088915246,0.0020851486721234964,0.32916412217670293,,0.13897741431711352,0.9935014807930556,-0.3182666876416341
AFG,Afghanistan,2019,,58.3308722306744,0.1914908291845327,557.8615332074586,57.0392990112305,62.941,"Middle East, North Africa, Afghanistan & Pakistan",Low income,0.4261618925452464,0.0021291914354163214,0.32916412217670293,,0.2639158390565499,0.9942355914349039,-0.37659064652660507
AFG,Afghanistan,2020,,46.0870936659706,0.1805550127122595,527.8345544993056,57.0392990112305,61.454,"Middle East, North Africa, Afghanistan & Pakistan",Low income,0.3858729005912622,0.0018499759393059392,0.32916412217670293,,0.4358656950794566,0.9945647900414771,-0.47625290965804323
AFG,Afghanistan,2021,,46.0870936659706,0.1982679578400342,408.6258552174031,57.0392990112305,60.417,"Middle East, North Africa, Afghanistan & Pakistan",Low income,0.3577762733846168,0.0007414755991890674,0.32916412217670293,,0.4358656950794566,0.9940315809418955,-0.48572134762383967
AFG,Afghanistan,2022,,46.0870936659706,0.2035518904161927,377.6656270807047,,65.617,"Middle East, North Africa, Afghanistan & Pakistan",Low income,0.4986658215760884,0.00045358198382071087,,,0.4358656950794566,0.9938725198195999,-0.4653094056695737
AFG,Afghanistan,2023,,46.0870936659706,0.2100434254101718,378.0663031225898,,66.035,"Middle East, North Africa, Afghanistan & Pakistan",Low income,0.5099911737191718,0.0004573077985589118,,,0.4358656950794566,0.9936771064931275,-0.4595471600274266
AGO,Angola,2000,428.2226692619607,23.5093420911103,1.0195760150946576,1932.988478868142,12.8563404083252,47.21207,Sub-Saharan Africa,Lower middle income,0.0,0.01491625056911293,0.012650909953580564,0.9768526879138578,0.752944374026645,0.9693079154797826,-0.8905126056325307
AGO,Angola,2001,428.5994808584786,23.6526821946051,0.9668656411265688,1947.8567298891453,14.4628095626831,47.21207,Sub-Saharan Africa,Lower middle income,0.0,0.015054507771926209,0.024159164005850997,0.9768286606134581,0.7509313263365069,0.9708946448937446,-0.8864803200219775
AGO,Angola,2002,429.4242074359758,23.8200090775863,0.91849471761946,2139.8725966290062,15.6130504608154,47.874,Sub-Saharan Africa,Lower middle income,0.01793442666045797,0.016840028919888984,0.032399138263127736,0.9767760721225298,0.7485814117831417,0.9723507447338956,-0.8768448782653643
AGO,Angola,2003,446.1341320516775,23.9811124380809,0.9657756433005612,2128.1957932390264,16.730412165323866,50.218,Sub-Saharan Africa,Lower middle income,0.08144309992215204,0.016731448416895143,0.040403576025831625,0.9757105678171736,0.7463188994798148,0.9709274568713778,-0.8514595999344957
AGO,Angola,2004,433.55708010251055,24.1057819741159,0.9510697686821424,2277.866965329278,17.847773869832334,51.123,Sub-Saharan Africa,Lower middle income,0.10596330013624455,0.018123213834747683,0.04840801378853554,0.9765125404956101,0.7445680585397917,0.9713701447534484,-0.8399854053431074
AGO,Angola,2005,392.5578023868465,24.1638073837181,0.810676972733782,2526.410579410076,18.9651355743408,52.13,Sub-Saharan Africa,Lower middle income,0.13324710302640064,0.02043437637910964,0.05641245155123942,0.9791268495321382,0.7437531580763406,0.9755963598619675,-0.8294608121712322
AGO,Angola,2006,422.9094586840018,24.1729316066879,0.8153870850363865,2716.253026382093,20.082497278849267,52.965,Sub-Saharan Africa,Lower middle income,0.15587071316868517,0.02219968728598779,0.06441688931394332,0.9771914835024842,0.743625018808084,0.975454572331905,-0.8179279282912856
AGO,Angola,2007,446.790005661844,24.1741901310537,0.820836438095978,2983.0418728512973,21.199858983357732,54.2,Sub-Saharan Africa,Lower middle income,0.1893319808641596,0.02468050897796139,0.0724213270766472,0.9756687461949057,0.7436073442738413,0.975290531591235,-0.8027109350470714
AGO,Angola,2008,472.06439700141647,24.1723114771848,0.8860329802761108,3193.2877227083623,22.3172206878662,55.281,Sub-Saharan Africa,Lower middle income,0.21862075040165574,0.02663554747329458,0.0804257648393511,0.9740571307384084,0.7436337278171705,0.9733279336550401,-0.7884455764987726
AGO,Angola,2009,504.9241667927398,24.1720241654505,0.9408482521772582,3100.609273654734,23.8500499725342,56.225,Sub-Saharan Africa,Lower middle income,0.24419762222718444,0.02577374717754177,0.09140648537100055,0.9719618354578559,0.7436377627816291,0.9716778409368111,-0.7752998614668565
AGO,Angola,2010,487.2810743430054,24.17805671622,0.9761781854982812,3114.696085928225,27.6820907592773,57.242,Sub-Saharan Africa,Lower middle income,0.2717523665561701,0.025904737921425322,0.11885805441785754,0.9730868429846598,0.743553042510776,0.9706143113092709,-0.756913012636418
AGO,Angola,2011,486.235365702241,24.337940171596,0.976532176921039,3099.9422899117,27.9312000274658,58.093,Sub-Saharan Africa,Lower middle income,0.2948094830005823,0.025767545015195736,0.12064259708231617,0.9731535223434544,0.7413076623785674,0.9706036551791679,-0.7479484049343651
AGO,Angola,2012,531.2433225599401,24.4804929012722,0.981682218580684,3236.574945131458,33.06125030517576,58.916,Sub-Saharan Africa,Lower middle income,0.3171079634162708,0.027038067600330316,0.15739270942443828,0.9702836008500862,0.7393056724525033,0.9704486245472579,-0.7261663858029359
AGO,Angola,2013,512.0218025874946,24.5386584342125,1.0905226017957916,3268.6389072347297,38.19130058288572,59.705,Sub-Saharan Africa,Lower middle income,0.3384852429399383,0.027336224640135943,0.1941428217665604,0.9715092564264667,0.7384888041171505,0.9671722251504549,-0.7057353321158125
AGO,Angola,2014,447.1603254366509,23.9455836380328,1.1372027058585858,3300.7351098087147,43.32135086059568,60.396,Sub-Saharan Africa,Lower middle income,0.35720729636307436,0.02763468147830332,0.2308929341086825,0.9756451328439488,0.7468178608111271,0.96576702369603,-0.6908317018003486
AGO,Angola,2015,517.5252094172421,25.0021502571501,1.175429271848601,3213.902610800591,48.45140113830564,61.042,Sub-Saharan Africa,Lower middle income,0.3747101133114763,0.02682724162480669,0.2676430464508046,0.9711583330198037,0.731979591964975,0.9646162973382956,-0.6661912736453288
AGO,Angola,2016,462.9349940061481,25.1807008149163,1.0720530773492989,3020.983328054172,53.5814514160156,61.619,Sub-Saharan Africa,Lower middle income,0.39034343433195295,0.025033319773232775,0.3043931587929267,0.9746392649143848,0.7294720537455879,0.9677282093997581,-0.6506898717205395
AGO,Angola,2017,456.6922174876142,23.9591508117097,0.9241689694461412,2911.600842140376,53.37391510009764,62.122,Sub-Saharan Africa,Lower middle income,0.40397178870508954,0.02401619163100264,0.30290643205299705,0.9750373340505929,0.7466273253854778,0.9721799339124608,-0.6543167269864808
AGO,Angola,2018,405.1797531077474,24.2650153621146,0.839018754260571,2775.7464227299083,53.16637878417968,62.622,Sub-Saharan Africa,Lower middle income,0.4175188606465772,0.022752905721249026,0.30141970531306733,0.9783220138943715,0.7423318078598465,0.9747431931130488,-0.6512351810621244
AGO,Angola,2019,416.9965071561476,24.5988113283925,0.8516652277243576,2664.4385099554397,52.95884246826172,63.051,Sub-Saharan Africa,Lower middle income,0.4291422483723737,0.021717873379553734,0.29993297857313767,0.97756852142786,0.7376440255678691,0.9743624989551962,-0.6462606485419535
AGO,Angola,2020,397.63318664391386,25.1452381976267,0.6191389875834395,2433.3763727556384,52.75130615234376,63.116,Sub-Saharan Africa,Lower middle income,0.4309033677247671,0.01956926795715571,0.29844625183320794,0.9788032188813954,0.7299700856158081,0.9813621879532851,-0.6470722016451192
AGO,Angola,2021,418.35899601384256,25.1452381976267,0.7315674202935448,2385.448818342943,52.5437698364258,62.958,Sub-Saharan Africa,Lower middle income,0.426622492991257,0.019123598214196704,0.2969595250932783,0.9774816426550791,0.7299700856158081,0.9779777782495185,-0.6475746300738913
AGO,Angola,2022,423.12251760056375,25.1452381976267,0.7675874207931752,2382.022639525854,52.5437698364258,64.246,Sub-Saharan Africa,Lower middle income,0.461519750312529,0.019091738791126724,0.2969595250932783,0.9771778978521528,0.7299700856158081,0.9768934756733635,-0.6354901483147968
AGO,Angola,2023,423.12251760056375,25.1452381976267,0.7681625090415197,2334.66104267184,52.5437698364258,64.617,Sub-Saharan Africa,Lower middle income,0.47157167769311314,0.018651331786122823,0.2969595250932783,0.9771778978521528,0.7299700856158081,0.9768761639115493,-0.632280537602332
ALB,Albania,2000,581.374748988005,22.2651885663762,1.0464460168201832,1991.914358671158,74.5389175415039,74.826,Europe & Central Asia,Upper middle income,0.7481757925944075,0.015464191769686414,0.4545260410893015,0.9670869825575922,0.7704170862549715,0.9684990534118164,-0.4959456989236614
ALB,Albania,2001,598.2283171182805,22.3660062096811,1.1238907081397032,2188.9185445137514,74.5389175415039,75.083,Europe & Central Asia,Upper middle income,0.7551389875723322,0.017296098403400646,0.4545260410893015,0.966012318858239,0.7690012178480712,0.9661677519919805,-0.49140672054441875
ALB,Albania,2002,661.1179516320497,22.4827851202514,1.3131389277649042,2297.1085351392444,74.5389175415039,75.299,Europe & Central Asia,Upper middle income,0.7609913226510552,0.018302137745563045,0.4545260410893015,0.9620021765100365,0.7673611917112901,0.9604708522355674,-0.48533823965699147
ALB,Albania,2003,649.3578811073504,22.5934493496412,1.3854381606097612,2428.689346535625,77.751823425293,75.557,Europe & Central Asia,Upper middle income,0.7679816117728626,0.01952568413994842,0.4775423169115771,0.9627520545653561,0.7658070392729801,0.9582944434809781,-0.4739346414983089
ALB,Albania,2004,716.6231458847667,22.6759229494045,1.4582388346775406,2567.297636871214,78.9801864624023,75.951,Europe & Central Asia,Upper middle income,0.7786567044627544,0.020814577802118792,0.4863419342967753,0.9584629012107136,0.7646487919614947,0.9561029399456487,-0.4644671388520694
ALB,Albania,2005,721.077407396492,22.7081299710953,1.377558661219524,2712.869838303312,82.9714279174805,76.427,Europe & Central Asia,Upper middle income,0.791553516951051,0.02216822762609217,0.5149339682766324,0.9581788763017403,0.7641964812051875,0.9585316384107154,-0.45075042768795576
ALB,Albania,2006,707.8906065496349,22.5109695957413,1.3816658518646487,2894.360325801738,84.3257675170898,76.994,Europe & Central Asia,Upper middle income,0.8069158965326981,0.023855875157957524,0.5246360432545886,0.9590197294712991,0.7669653730122701,0.9584080005057877,-0.4429950960147043
ALB,Albania,2007,680.9481661867121,22.0412299650015,1.4290827291560957,3105.8796756385987,86.2188568115234,77.691,Europe & Central Asia,Upper middle income,0.8258005148191316,0.02582275570147383,0.5381975563934344,0.9607377076707052,0.7735623284739451,0.956980620120247,-0.43381994311695254
ALB,Albania,2008,712.2878690249529,21.4806685713767,1.4231941354060005,3345.981617614764,87.8338394165039,78.248,Europe & Central Asia,Upper middle income,0.8408919529619492,0.02805542064913765,0.549766798204082,0.9587393390921091,0.781434771643054,0.9571578832319791,-0.42620594071732437
ALB,Albania,2009,734.0578099498621,21.0110429073679,1.4601442381757388,3459.2469564669213,89.3157196044922,78.509,Europe & Central Asia,Upper middle income,0.8479635245154056,0.02910865474528494,0.5603825349781951,0.9573511840694919,0.7880301265724354,0.9560455819808221,-0.421324059461288
ALB,Albania,2010,731.0533974593559,20.8141104654758,1.5643210261786646,3579.824131810459,93.6818237304688,78.414,Europe & Central Asia,Upper middle income,0.845389580846523,0.03022988029915637,0.5916599705667348,0.9575427597059668,0.7907958173149326,0.9529095698197929,-0.4113229050427593
ALB,Albania,2011,766.8946175148244,22.7999042481871,1.7169931794595543,3677.894579377168,95.4705276489258,78.303,Europe & Central Asia,Upper middle income,0.8423821308755126,0.031141819823184164,0.6044736987743718,0.9552573529697548,0.7629076165259426,0.9483137117738917,-0.39616034393217336
ALB,Albania,2012,689.8727501497966,20.9627204112539,1.5628528606906422,3720.2287647498456,97.6080703735352,78.084,Europe & Central Asia,Upper middle income,0.8364485133651411,0.03153547782941079,0.6197864015770719,0.9601686337308238,0.7887087607216534,0.9529537656998263,-0.4046869224602265
ALB,Albania,2013,803.7094642779712,19.4075322522058,1.6473742457925349,3790.680163218987,102.903213500977,77.995,Europe & Central Asia,Upper middle income,0.8340371345595561,0.032190592763431454,0.6577191886389503,0.9529098631617935,0.8105495983865674,0.9504094360403331,-0.3966406605422521
ALB,Albania,2014,810.8728839395086,19.3679442180935,1.763799434011375,3883.632628281907,103.321380615234,78.029,Europe & Central Asia,Upper middle income,0.8349583354515773,0.03305494108496868,0.6607148100451378,0.9524530894380349,0.8111055670142151,0.9469047128375584,-0.3939117609027083
ALB,Albania,2015,762.2879863018055,19.121557306579,1.688303167664282,3981.726622618674,102.440727233887,78.358,Europe & Central Asia,Upper middle income,0.8438723087890765,0.03396709956619318,0.6544060783666991,0.9555510936959126,0.8145657891782274,0.9491773612260855,-0.39568291912608566
ALB,Albania,2016,786.0710451813966,17.602163992984,1.5751533065076646,4143.9898831699375,99.1707611083984,78.643,Europe & Central Asia,Upper middle income,0.8515941397957241,0.03547595655895508,0.6309810404116549,0.9540345726933623,0.8359039292086248,0.9525834879401858,-0.4081569510252795
ALB,Albania,2017,824.3735503898475,18.5552438171978,1.858910712775587,4283.98262744437,97.5743713378906,78.9,Europe & Central Asia,Upper middle income,0.8585573347736488,0.03677772401029797,0.6195449919848226,0.9515922227041121,0.8225190139485321,0.9440415978138236,-0.40109092789923284
ALB,Albania,2018,823.1019820450806,19.0461862321065,1.8509783782727736,4452.237146524762,98.8223876953125,79.238,Europe & Central Asia,Upper middle income,0.8677151554060945,0.03834229264287535,0.6284853997502869,0.951673303952356,0.8156242896513737,0.9442803832279552,-0.3923450430108095
ALB,Albania,2019,817.1765483623415,15.70470712234,1.7355180504738472,4563.467362516898,99.0151519775391,79.467,Europe & Central Asia,Upper middle income,0.8739197143552959,0.03937660249610998,0.6298663041554848,0.952051137799322,0.8625515391758183,0.9477560614383804,-0.4063987058022098
ALB,Albania,2020,761.9572681097833,15.7070036417042,1.6071327262303243,4437.653469279736,95.9294509887695,77.824,Europe & Central Asia,Upper middle income,0.8294040359555674,0.038206681640627634,0.6077612853247334,0.9555721818615127,0.8625192871898859,0.9516208181259648,-0.4314467614188116
ALB,Albania,2021,810.0063372079755,15.7070036417042,1.7922825826396165,4880.7234616280775,97.6650314331055,76.844,Europe & Central Asia,Upper middle income,0.8028517749502513,0.04232671012992664,0.6201944531993786,0.9525083445809799,0.8625192871898859,0.9460472905442154,-0.4319006613451748
ALB,Albania,2022,780.7386239455569,15.7070036417042,1.659293031005271,5178.8843148149945,97.3224716186523,78.769,Europe & Central Asia,Upper middle income,0.8550080019249793,0.0450992544925293,0.6177404593818616,0.9543745932449466,0.8625192871898859,0.9500506473304069,-0.416365603988623
ALB,Albania,2023,780.7386239455569,15.7070036417042,1.6721947638213357,5444.930000749792,96.1368789672852,79.602,Europe & Central Asia,Upper middle income,0.8775774237794975,0.047573165667819856,0.6092472359686234,0.9543745932449466,0.8625192871898859,0.9496622691534141,-0.41071944139076866
AND,Andorra,2000,,16.2215988704827,,34113.81737714953,76.6895217895508,81.863,Europe & Central Asia,High income,0.9388372830989045,0.3141600137665473,0.46993231265404123,,0.855292386194337,,-0.2809825163545061
AND,Andorra,2001,,16.0398963763555,,36790.10370725906,76.6895217895508,82.162,Europe & Central Asia,High income,0.9469384321199141,0.33904632093244497,0.46993231265404123,,0.8578441897522879,,-0.27253850118348777
AND,Andorra,2002,,15.7322043920316,,38084.48430946855,76.6895217895508,82.448,Europe & Central Asia,High income,0.9546873572704448,0.3510825342829225,0.46993231265404123,,0.8621653714956772,,-0.27026463675987433
AND,Andorra,2003,,15.3456971177959,,39620.32015906966,76.0657272338867,82.718,Europe & Central Asia,High income,0.9620027761188485,0.3653639967256973,0.4654636391015292,,0.867593423775896,,-0.2699832864605377
AND,Andorra,2004,,14.9275487539332,,40054.32115167985,76.2195129394531,82.815,Europe & Central Asia,High income,0.9646309080754969,0.36939969421101065,0.46656531289617675,,0.8734658389443374,,-0.27326720055010933
AND,Andorra,2005,,14.5249335007286,,40528.17486090042,86.0861587524414,83.086,Europe & Central Asia,High income,0.9719734210677833,0.37380597496904916,0.5372469480533887,,0.8791201093523903,,-0.25144466132231647
AND,Andorra,2006,,14.0587152187082,,41322.052919876085,86.146598815918,83.374,Europe & Central Asia,High income,0.9797765345060803,0.38118810482775023,0.537679922196426,,0.8856676115017478,,-0.25278609099166227
AND,Andorra,2007,,13.4952355101681,,40789.158968285694,84.9232788085938,83.632,Europe & Central Asia,High income,0.9867668236278881,0.3762328194321159,0.5289164315353562,,0.8935810390636127,,-0.262942347531826
AND,Andorra,2008,,12.9498851880477,,37775.12613905517,85.1802673339844,83.855,Europe & Central Asia,High income,0.9928088177137913,0.34820586807326764,0.5307574187903499,,0.901239860143649,,-0.2773158252845127
AND,Andorra,2009,,12.5380550652865,,35604.384008519766,86.7272262573242,84.1,Europe & Central Asia,High income,0.9994468829651202,0.3280205258583155,0.54183935973514,,0.9070235428475184,,-0.28392128666132643
AND,Andorra,2010,,12.375135954824,,36277.264441208674,89.9800491333008,84.12041463414636,Europe & Central Asia,High income,0.9999999999999998,0.3342775204651418,0.5651415886900046,,0.9093115552808831,,-0.27617185222916774
AND,Andorra,2011,,13.4732948489243,,37637.486832912575,93.692268371582,84.12041463414636,Europe & Central Asia,High income,0.9999999999999998,0.3469259848215284,0.5917347927835755,,0.8938891705380576,,-0.24766891133635627
AND,Andorra,2012,,12.2593146393596,,36206.97843432274,92.2807006835938,84.12041463414636,Europe & Central Asia,High income,0.9999999999999998,0.33362394347782587,0.5816227532705374,,0.9109381330904409,,-0.27252256750765325
AND,Andorra,2013,,11.2698563251216,,35684.169433471,90.9656677246094,84.12041463414636,Europe & Central Asia,High income,0.9999999999999998,0.3287624362325379,0.5722022590531116,,0.9248339426050267,,-0.291179044176477
