LE,GDPpc,School,EnergyUse,PM25,CO2pc,Country Code,Country Name,Year,Region,Income Group
55.005,328.8871861978891,14.4715099334717,,64.767279818427,0.0504760801948224,AFG,Afghanistan,2000,"Middle East, North Africa, Afghanistan & Pakistan",Low income
55.511,328.8871861978891,14.4715099334717,,64.5975727246894,0.046572949226217,AFG,Afghanistan,2001,"Middle East, North Africa, Afghanistan & Pakistan",Low income
56.225,338.13997364338707,14.274779796600349,,64.4168880125936,0.0440777829029563,AFG,Afghanistan,2002,"Middle East, North Africa, Afghanistan & Pakistan",Low income
57.171,346.0716270962232,14.078049659729,,64.1762314183241,0.0443407305372895,AFG,Afghanistan,2003,"Middle East, North Africa, Afghanistan & Pakistan",Low income
57.81,338.6372738881967,19.2631397247314,,63.8266086780653,0.0378979293189399,AFG,Afghanistan,2004,"Middle East, North Africa, Afghanistan & Pakistan",Low income
58.247,363.6401414367734,20.3119602203369,,63.3190255280017,0.0518878290280667,AFG,Afghanistan,2005,"Middle East, North Africa, Afghanistan & Pakistan",Low income
58.553,367.75831169358025,29.6913509368896,,61.5146494273075,0.0553923376777949,AFG,Afghanistan,2006,"Middle East, North Africa, Afghanistan & Pakistan",Low income
58.956,410.75772887909744,29.0891704559326,,58.0837850174423,0.0775612303767694,AFG,Afghanistan,2007,"Middle East, North Africa, Afghanistan & Pakistan",Low income
59.708,417.6472826474983,39.090030670166,,54.1911438080183,0.1447515280020233,AFG,Afghanistan,2008,"Middle East, North Africa, Afghanistan & Pakistan",Low income
60.248,488.8306524919485,44.3971710205078,,51.0014373086482,0.2214657260599165,AFG,Afghanistan,2009,"Middle East, North Africa, Afghanistan & Pakistan",Low income
60.702,542.8710304760368,50.413688659668,,49.6793770289443,0.2753809747946982,AFG,Afghanistan,2010,"Middle East, North Africa, Afghanistan & Pakistan",Low income
61.25,525.4269827658195,52.198429107666,,61.8170559083924,0.3887424530733371,AFG,Afghanistan,2011,"Middle East, North Africa, Afghanistan & Pakistan",Low income
61.735,568.9290214583409,54.2063903808594,,70.9223165078033,0.3196266077452662,AFG,Afghanistan,2012,"Middle East, North Africa, Afghanistan & Pakistan",Low income
62.188,580.6038333330962,54.7542190551758,,73.1318159038053,0.2624696483893344,AFG,Afghanistan,2013,"Middle East, North Africa, Afghanistan & Pakistan",Low income
62.26,575.1462458085464,54.235481262207,,77.12313625383202,0.2386428150099948,AFG,Afghanistan,2014,"Middle East, North Africa, Afghanistan & Pakistan",Low income
62.27,565.5697304087512,53.2851409912109,,73.4908176326415,0.2467060245513654,AFG,Afghanistan,2015,"Middle East, North Africa, Afghanistan & Pakistan",Low income
62.646,563.8723367231469,53.5063400268555,,72.7659101386992,0.2169298916111335,AFG,Afghanistan,2016,"Middle East, North Africa, Afghanistan & Pakistan",Low income
62.406,562.7695741409875,55.4021492004395,,65.8623470043896,0.2260112272893545,AFG,Afghanistan,2017,"Middle East, North Africa, Afghanistan & Pakistan",Low income
62.443,553.1251516882929,57.0392990112305,,67.2271774798558,0.215877625146902,AFG,Afghanistan,2018,"Middle East, North Africa, Afghanistan & Pakistan",Low income
62.941,557.8615332074586,57.0392990112305,,58.3308722306744,0.1914908291845327,AFG,Afghanistan,2019,"Middle East, North Africa, Afghanistan & Pakistan",Low income
61.454,527.8345544993056,57.0392990112305,,46.0870936659706,0.1805550127122595,AFG,Afghanistan,2020,"Middle East, North Africa, Afghanistan & Pakistan",Low income
60.417,408.6258552174031,57.0392990112305,,46.0870936659706,0.1982679578400342,AFG,Afghanistan,2021,"Middle East, North Africa, Afghanistan & Pakistan",Low income
65.617,377.6656270807047,,,46.0870936659706,0.2035518904161927,AFG,Afghanistan,2022,"Middle East, North Africa, Afghanistan & Pakistan",Low income
66.035,378.0663031225898,,,46.0870936659706,0.2100434254101718,AFG,Afghanistan,2023,"Middle East, North Africa, Afghanistan & Pakistan",Low income
47.21207,1932.988478868142,12.8563404083252,428.2226692619607,23.5093420911103,1.0195760150946576,AGO,Angola,2000,Sub-Saharan Africa,Lower middle income
47.21207,1947.8567298891453,14.4628095626831,428.5994808584786,23.6526821946051,0.9668656411265688,AGO,Angola,2001,Sub-Saharan Africa,Lower middle income
47.874,2139.8725966290062,15.6130504608154,429.4242074359758,23.8200090775863,0.91849471761946,AGO,Angola,2002,Sub-Saharan Africa,Lower middle income
50.218,2128.1957932390264,16.730412165323866,446.1341320516775,23.9811124380809,0.9657756433005612,AGO,Angola,2003,Sub-Saharan Africa,Lower middle income
51.123,2277.866965329278,17.847773869832334,433.55708010251055,24.1057819741159,0.9510697686821424,AGO,Angola,2004,Sub-Saharan Africa,Lower middle income
52.13,2526.410579410076,18.9651355743408,392.5578023868465,24.1638073837181,0.810676972733782,AGO,Angola,2005,Sub-Saharan Africa,Lower middle income
52.965,2716.253026382093,20.082497278849267,422.9094586840018,24.1729316066879,0.8153870850363865,AGO,Angola,2006,Sub-Saharan Africa,Lower middle income
54.2,2983.0418728512973,21.199858983357732,446.790005661844,24.1741901310537,0.820836438095978,AGO,Angola,2007,Sub-Saharan Africa,Lower middle income
55.281,3193.2877227083623,22.3172206878662,472.06439700141647,24.1723114771848,0.8860329802761108,AGO,Angola,2008,Sub-Saharan Africa,Lower middle income
56.225,3100.609273654734,23.8500499725342,504.9241667927398,24.1720241654505,0.9408482521772582,AGO,Angola,2009,Sub-Saharan Africa,Lower middle income
57.242,3114.696085928225,27.6820907592773,487.2810743430054,24.17805671622,0.9761781854982812,AGO,Angola,2010,Sub-Saharan Africa,Lower middle income
58.093,3099.9422899117,27.9312000274658,486.235365702241,24.337940171596,0.976532176921039,AGO,Angola,2011,Sub-Saharan Africa,Lower middle income
58.916,3236.574945131458,33.06125030517576,531.2433225599401,24.4804929012722,0.981682218580684,AGO,Angola,2012,Sub-Saharan Africa,Lower middle income
59.705,3268.6389072347297,38.19130058288572,512.0218025874946,24.5386584342125,1.0905226017957916,AGO,Angola,2013,Sub-Saharan Africa,Lower middle income
60.396,3300.7351098087147,43.32135086059568,447.1603254366509,23.9455836380328,1.1372027058585858,AGO,Angola,2014,Sub-Saharan Africa,Lower middle income
61.042,3213.902610800591,48.45140113830564,517.5252094172421,25.0021502571501,1.175429271848601,AGO,Angola,2015,Sub-Saharan Africa,Lower middle income
61.619,3020.983328054172,53.5814514160156,462.9349940061481,25.1807008149163,1.0720530773492989,AGO,Angola,2016,Sub-Saharan Africa,Lower middle income
62.122,2911.600842140376,53.37391510009764,456.6922174876142,23.9591508117097,0.9241689694461412,AGO,Angola,2017,Sub-Saharan Africa,Lower middle income
62.622,2775.7464227299083,53.16637878417968,405.1797531077474,24.2650153621146,0.839018754260571,AGO,Angola,2018,Sub-Saharan Africa,Lower middle income
63.051,2664.4385099554397,52.95884246826172,416.9965071561476,24.5988113283925,0.8516652277243576,AGO,Angola,2019,Sub-Saharan Africa,Lower middle income
63.116,2433.3763727556384,52.75130615234376,397.63318664391386,25.1452381976267,0.6191389875834395,AGO,Angola,2020,Sub-Saharan Africa,Lower middle income
62.958,2385.448818342943,52.5437698364258,418.35899601384256,25.1452381976267,0.7315674202935448,AGO,Angola,2021,Sub-Saharan Africa,Lower middle income
64.246,2382.022639525854,52.5437698364258,423.12251760056375,25.1452381976267,0.7675874207931752,AGO,Angola,2022,Sub-Saharan Africa,Lower middle income
64.617,2334.66104267184,52.5437698364258,423.12251760056375,25.1452381976267,0.7681625090415197,AGO,Angola,2023,Sub-Saharan Africa,Lower middle income
74.826,1991.914358671158,74.5389175415039,581.374748988005,22.2651885663762,1.0464460168201832,ALB,Albania,2000,Europe & Central Asia,Upper middle income
75.083,2188.9185445137514,74.5389175415039,598.2283171182805,22.3660062096811,1.1238907081397032,ALB,Albania,2001,Europe & Central Asia,Upper middle income
75.299,2297.1085351392444,74.5389175415039,661.1179516320497,22.4827851202514,1.3131389277649042,ALB,Albania,2002,Europe & Central Asia,Upper middle income
75.557,2428.689346535625,77.751823425293,649.3578811073504,22.5934493496412,1.3854381606097612,ALB,Albania,2003,Europe & Central Asia,Upper middle income
75.951,2567.297636871214,78.9801864624023,716.6231458847667,22.6759229494045,1.4582388346775406,ALB,Albania,2004,Europe & Central Asia,Upper middle income
76.427,2712.869838303312,82.9714279174805,721.077407396492,22.7081299710953,1.377558661219524,ALB,Albania,2005,Europe & Central Asia,Upper middle income
76.994,2894.360325801738,84.3257675170898,707.8906065496349,22.5109695957413,1.3816658518646487,ALB,Albania,2006,Europe & Central Asia,Upper middle income
77.691,3105.8796756385987,86.2188568115234,680.9481661867121,22.0412299650015,1.4290827291560957,ALB,Albania,2007,Europe & Central Asia,Upper middle income
78.248,3345.981617614764,87.8338394165039,712.2878690249529,21.4806685713767,1.4231941354060005,ALB,Albania,2008,Europe & Central Asia,Upper middle income
78.509,3459.2469564669213,89.3157196044922,734.0578099498621,21.0110429073679,1.4601442381757388,ALB,Albania,2009,Europe & Central Asia,Upper middle income
78.414,3579.824131810459,93.6818237304688,731.0533974593559,20.8141104654758,1.5643210261786646,ALB,Albania,2010,Europe & Central Asia,Upper middle income
78.303,3677.894579377168,95.4705276489258,766.8946175148244,22.7999042481871,1.7169931794595543,ALB,Albania,2011,Europe & Central Asia,Upper middle income
78.084,3720.2287647498456,97.6080703735352,689.8727501497966,20.9627204112539,1.5628528606906422,ALB,Albania,2012,Europe & Central Asia,Upper middle income
77.995,3790.680163218987,102.903213500977,803.7094642779712,19.4075322522058,1.6473742457925349,ALB,Albania,2013,Europe & Central Asia,Upper middle income
78.029,3883.632628281907,103.321380615234,810.8728839395086,19.3679442180935,1.763799434011375,ALB,Albania,2014,Europe & Central Asia,Upper middle income
78.358,3981.726622618674,102.440727233887,762.2879863018055,19.121557306579,1.688303167664282,ALB,Albania,2015,Europe & Central Asia,Upper middle income
78.643,4143.9898831699375,99.1707611083984,786.0710451813966,17.602163992984,1.5751533065076646,ALB,Albania,2016,Europe & Central Asia,Upper middle income
78.9,4283.98262744437,97.5743713378906,824.3735503898475,18.5552438171978,1.858910712775587,ALB,Albania,2017,Europe & Central Asia,Upper middle income
79.238,4452.237146524762,98.8223876953125,823.1019820450806,19.0461862321065,1.8509783782727736,ALB,Albania,2018,Europe & Central Asia,Upper middle income
79.467,4563.467362516898,99.0151519775391,817.1765483623415,15.70470712234,1.7355180504738472,ALB,Albania,2019,Europe & Central Asia,Upper middle income
77.824,4437.653469279736,95.9294509887695,761.9572681097833,15.7070036417042,1.6071327262303243,ALB,Albania,2020,Europe & Central Asia,Upper middle income
76.844,4880.7234616280775,97.6650314331055,810.0063372079755,15.7070036417042,1.7922825826396165,ALB,Albania,2021,Europe & Central Asia,Upper middle income
78.769,5178.8843148149945,97.3224716186523,780.7386239455569,15.7070036417042,1.659293031005271,ALB,Albania,2022,Europe & Central Asia,Upper middle income
79.602,5444.930000749792,96.1368789672852,780.7386239455569,15.7070036417042,1.6721947638213357,ALB,Albania,2023,Europe & Central Asia,Upper middle income
81.863,34113.81737714953,76.6895217895508,,16.2215988704827,,AND,Andorra,2000,Europe & Central Asia,High income
82.162,36790.10370725906,76.6895217895508,,16.0398963763555,,AND,Andorra,2001,Europe & Central Asia,High income
82.448,38084.48430946855,76.6895217895508,,15.7322043920316,,AND,Andorra,2002,Europe & Central Asia,High income
82.718,39620.32015906966,76.0657272338867,,15.3456971177959,,AND,Andorra,2003,Europe & Central Asia,High income
82.815,40054.32115167985,76.2195129394531,,14.9275487539332,,AND,Andorra,2004,Europe & Central Asia,High income
83.086,40528.17486090042,86.0861587524414,,14.5249335007286,,AND,Andorra,2005,Europe & Central Asia,High income
83.374,41322.052919876085,86.146598815918,,14.0587152187082,,AND,Andorra,2006,Europe & Central Asia,High income
83.632,40789.158968285694,84.9232788085938,,13.4952355101681,,AND,Andorra,2007,Europe & Central Asia,High income
83.855,37775.12613905517,85.1802673339844,,12.9498851880477,,AND,Andorra,2008,Europe & Central Asia,High income
84.1,35604.384008519766,86.7272262573242,,12.5380550652865,,AND,Andorra,2009,Europe & Central Asia,High income
84.12041463414636,36277.264441208674,89.9800491333008,,12.375135954824,,AND,Andorra,2010,Europe & Central Asia,High income
84.12041463414636,37637.486832912575,93.692268371582,,13.4732948489243,,AND,Andorra,2011,Europe & Central Asia,High income
84.12041463414636,36206.97843432274,92.2807006835938,,12.2593146393596,,AND,Andorra,2012,Europe & Central Asia,High income
84.12041463414636,35684.169433471,90.9656677246094,,11.2698563251216,,AND,Andorra,2013,Europe & Central Asia,High income
84.12041463414636,37300.62441834785,91.8740692138672,,10.4359992732348,,AND,Andorra,2014,Europe & Central Asia,High income
84.12041463414636,38654.93472030947,92.5457992553711,,11.1088936507291,,AND,Andorra,2015,Europe & Central Asia,High income
84.12041463414636,40085.02059715855,94.2090682983398,,10.1068248002358,,AND,Andorra,2016,Europe & Central Asia,High income
84.12041463414636,39361.062263432905,94.3697509765625,,10.0219190390452,,AND,Andorra,2017,Europe & Central Asia,High income
84.12041463414636,39242.14489607724,95.0905990600586,,9.89580638748632,,AND,Andorra,2018,Europe & Central Asia,High income
84.098,39346.275034428574,95.6840591430664,,9.01087465277866,,AND,Andorra,2019,Europe & Central Asia,High income
79.418,34536.649920994765,96.4627532958984,,9.08028059086901,,AND,Andorra,2020,Europe & Central Asia,High income
82.331,36929.01915151621,97.3252334594727,,9.08028059086901,,AND,Andorra,2021,Europe & Central Asia,High income
84.016,39780.39661162684,97.4890365600586,,9.08028059086901,,AND,Andorra,2022,Europe & Central Asia,High income
84.041,40227.23352827144,99.7635498046875,,9.08028059086901,,AND,Andorra,2023,Europe & Central Asia,High income
76.347,57365.39832874177,,8956.949299019114,44.1841482466495,25.3198800655489,ARE,United Arab Emirates,2000,"Middle East, North Africa, Afghanistan & Pakistan",High income
77.621,54574.81416770024,,11703.275104551414,44.1897103666173,27.19399826511512,ARE,United Arab Emirates,2001,"Middle East, North Africa, Afghanistan & Pakistan",High income
78.721,52607.66151026053,,10866.251881176757,44.1860960517829,26.16197932383178,ARE,United Arab Emirates,2002,"Middle East, North Africa, Afghanistan & Pakistan",High income
79.6,54020.47356692956,,10102.216856028528,44.1670264514498,25.956044391152968,ARE,United Arab Emirates,2003,"Middle East, North Africa, Afghanistan & Pakistan",High income
80.272,56027.610038622224,,9441.127157396024,44.1262227149214,25.969870626717245,ARE,United Arab Emirates,2004,"Middle East, North Africa, Afghanistan & Pakistan",High income
80.779,55777.90183141271,,9535.234231533488,44.0574059915013,26.252392926584047,ARE,United Arab Emirates,2005,"Middle East, North Africa, Afghanistan & Pakistan",High income
81.155,57053.78955966767,,9239.480124009562,43.8330832135241,25.393304186380785,ARE,United Arab Emirates,2006,"Middle East, North Africa, Afghanistan & Pakistan",High income
81.438,52428.06806900088,,8929.912912844746,43.4209615076897,24.382755503245992,ARE,United Arab Emirates,2007,"Middle East, North Africa, Afghanistan & Pakistan",High income
81.591,48281.347795880974,,9426.222525239707,42.9575623148493,26.060710201273626,ARE,United Arab Emirates,2008,"Middle East, North Africa, Afghanistan & Pakistan",High income
81.679,42991.55351528558,,9485.646966214636,42.5794070758541,24.6511808903397,ARE,United Arab Emirates,2009,"Middle East, North Africa, Afghanistan & Pakistan",High income
81.886,42645.635958786654,,8944.433481374976,42.4230172315555,25.030240887776397,ARE,United Arab Emirates,2010,"Middle East, North Africa, Afghanistan & Pakistan",High income
81.898,43800.15930009191,,8558.24529408267,46.4897172925459,24.950883505725496,ARE,United Arab Emirates,2011,"Middle East, North Africa, Afghanistan & Pakistan",High income
81.913,42868.09750484179,,8614.168814299173,49.8585704896572,25.031752912284578,ARE,United Arab Emirates,2012,"Middle East, North Africa, Afghanistan & Pakistan",High income
81.95,43269.84046785772,79.0212707519531,8858.22242582428,43.6717315179427,25.33762050354405,ARE,United Arab Emirates,2013,"Middle East, North Africa, Afghanistan & Pakistan",High income
81.99,43023.19041898992,79.0212707519531,9633.422121141752,38.4444708976302,24.555465392136423,ARE,United Arab Emirates,2014,"Middle East, North Africa, Afghanistan & Pakistan",High income
82.076,43534.997269463136,79.0212707519531,10146.376786056991,48.347575903809,24.293208995822223,ARE,United Arab Emirates,2015,"Middle East, North Africa, Afghanistan & Pakistan",High income
82.195,43745.2881695314,79.0212707519531,10355.547608880375,43.0819708202795,23.75125278466541,ARE,United Arab Emirates,2016,"Middle East, North Africa, Afghanistan & Pakistan",High income
82.388,42690.21478108751,81.2523574829102,8521.136772465943,44.2485056396036,22.14604978193636,ARE,United Arab Emirates,2017,"Middle East, North Africa, Afghanistan & Pakistan",High income
82.449,42679.75191193,81.8046226501465,8482.303172311365,45.9879061419392,20.0129970991904,ARE,United Arab Emirates,2018,"Middle East, North Africa, Afghanistan & Pakistan",High income
82.596,42700.12979381352,82.3568878173828,8816.50943614681,41.955626323257,20.923861807144668,ARE,United Arab Emirates,2019,"Middle East, North Africa, Afghanistan & Pakistan",High income
81.936,40776.63087133289,83.4686508178711,8154.35294132635,36.3055030826594,20.794607999669825,ARE,United Arab Emirates,2020,"Middle East, North Africa, Afghanistan & Pakistan",High income
79.083,41778.58387670245,89.6274236043294,8674.226414381317,36.3055030826594,21.025786326942903,ARE,United Arab Emirates,2021,"Middle East, North Africa, Afghanistan & Pakistan",High income
80.487,42687.72072090027,95.7861963907877,8335.809571626834,36.3055030826594,20.53597740223129,ARE,United Arab Emirates,2022,"Middle East, North Africa, Afghanistan & Pakistan",High income
82.909,42507.78734101231,101.944969177246,8335.809571626834,36.3055030826594,19.648625763812973,ARE,United Arab Emirates,2023,"Middle East, North Africa, Afghanistan & Pakistan",High income
73.91,10631.650363902858,96.6217880249023,1643.3213196178888,17.42603648416,3.6750056107940496,ARG,Argentina,2000,Latin America & Caribbean,Upper middle income
74.154,10051.944846304335,98.0622406005859,1518.4581858384988,17.183873772998,3.490969060985666,ARG,Argentina,2001,Latin America & Caribbean,Upper middle income
74.312,8861.56199282278,97.468132019043,1484.2570188162542,16.9235142685328,3.262085816930498,ARG,Argentina,2002,Latin America & Caribbean,Upper middle income
74.307,9545.531941199944,96.5058364868164,1588.9817772466797,16.6435724137411,3.519761280119692,ARG,Argentina,2003,Latin America & Caribbean,Upper middle income
74.871,10302.446531642796,95.9976196289062,1740.908902599452,16.3426626515998,3.857510408874545,ARG,Argentina,2004,Latin America & Caribbean,Upper middle income
75.231,11099.75091906017,94.1866607666016,1712.4320350002954,16.0193994250859,3.918724707420589,ARG,Argentina,2005,Latin America & Caribbean,Upper middle income
75.279,11870.27915592978,92.9617309570312,1784.0166977627923,15.5877675221277,4.104215537206937,ARG,Argentina,2006,Latin America & Caribbean,Upper middle income
74.783,12811.902120657798,92.6104202270508,1845.914228023441,15.0427292384364,4.327089125124888,ARG,Argentina,2007,Latin America & Caribbean,Upper middle income
75.428,13197.357026702915,93.5038223266602,1889.4092380155373,14.5043652786628,4.4357867480596,ARG,Argentina,2008,Latin America & Caribbean,Upper middle income
75.577,12285.378465186532,96.6370162963867,1722.7440290988231,14.0927563474575,4.036599735292015,ARG,Argentina,2009,Latin America & Caribbean,Upper middle income
75.68,13387.15537484578,99.2300033569336,1826.0511236884872,13.9279831494715,4.29667743910718,ARG,Argentina,2010,Latin America & Caribbean,Upper middle income
76.1,14040.61891244436,100.993843078613,1865.257361156828,14.2389306717038,4.430183946287933,ARG,Argentina,2011,Latin America & Caribbean,Upper middle income
75.802,13754.42542355963,102.782302856445,1897.6098392280903,13.3571618542264,4.479556230638687,ARG,Argentina,2012,Latin America & Caribbean,Upper middle income
75.829,13946.095083225156,104.596748352051,1928.549228851265,14.7643699932772,4.538012193049931,ARG,Argentina,2013,Latin America & Caribbean,Upper middle income
76.268,13456.13191591506,106.092132568359,1911.6172773683847,13.9500593062949,4.418040775360379,ARG,Argentina,2014,Latin America & Caribbean,Upper middle income
76.6,13679.626498095417,107.549072265625,1919.758592080578,14.6245514656634,4.513930258132735,ARG,Argentina,2015,Latin America & Caribbean,Upper middle income
76.105,13265.886063912343,109.645942687988,1889.8701885328928,14.2700594540808,4.422979854380537,ARG,Argentina,2016,Latin America & Caribbean,Upper middle income
76.543,13520.112984615893,110.412406921387,1874.8296373946368,13.9690174802422,4.321155547483303,ARG,Argentina,2017,Latin America & Caribbean,Upper middle income
76.77,13058.328544995426,109.696998596191,1806.7762349903935,14.1850800443346,4.251246257911957,ARG,Argentina,2018,Latin America & Caribbean,Upper middle income
76.847,12706.39781089676,110.498527526855,1777.4150771055288,14.3996238920365,4.075445376512573,ARG,Argentina,2019,Latin America & Caribbean,Upper middle income
75.878,11393.050595787674,112.416679382324,1624.1755525217302,14.9081737974407,3.7643926304156055,ARG,Argentina,2020,Latin America & Caribbean,Upper middle income
73.948,12549.281169934176,116.559448242188,1741.6524021288114,14.9081737974407,4.207733439859274,ARG,Argentina,2021,Latin America & Caribbean,Upper middle income
75.806,13182.793395072518,115.434867858887,1808.998491676352,14.9081737974407,4.260967429811338,ARG,Argentina,2022,Latin America & Caribbean,Upper middle income
77.395,12933.249734212051,115.434867858887,1808.998491676352,14.9081737974407,4.035679689324182,ARG,Argentina,2023,Latin America & Caribbean,Upper middle income
72.88048780487806,1229.2151043610206,90.1155776977539,625.5032273418832,27.498645550379,1.1081928533730712,ARM,Armenia,2000,Europe & Central Asia,Upper middle income
72.97560975609757,1351.1207269455492,85.9923095703125,624.5554713326048,27.4828126677005,1.1312348215953671,ARM,Armenia,2001,Europe & Central Asia,Upper middle income
72.8268292682927,1535.2045288518716,85.50342559814453,586.4406484323864,27.4848026556976,0.9692168260516284,ARM,Armenia,2002,Europe & Central Asia,Upper middle income
72.8268292682927,1759.6468482938565,85.01454162597656,622.5828814023849,27.5378873564374,1.0905577376276512,ARM,Armenia,2003,Europe & Central Asia,Upper middle income
73.02682926829269,1955.2226245922848,84.5256576538086,661.9296798980884,27.6753386119868,1.187715251666719,ARM,Armenia,2004,Europe & Central Asia,Upper middle income
73.07560975609758,2240.092732097882,86.7430114746094,798.5441805151887,27.9304282644128,1.4182875667429444,ARM,Armenia,2005,Europe & Central Asia,Upper middle income
72.82439024390246,2551.435463584521,89.1132202148438,818.2749973903616,28.4040594680882,1.4216046816539285,ARM,Armenia,2006,Europe & Central Asia,Upper middle income
72.87317073170732,2919.3734936373035,89.9713287353516,918.1816125228356,29.2219860543866,1.6586213554740297,ARM,Armenia,2007,Europe & Central Asia,Upper middle income
73.07317073170734,3141.3319350077413,89.1584701538086,973.2171452455896,30.454755880876,1.8296135531728803,ARM,Armenia,2008,Europe & Central Asia,Upper middle income
73.07317073170734,2716.974362804709,94.7720184326172,851.3383877051434,32.172916805124,1.4682974559686888,ARM,Armenia,2009,Europe & Central Asia,Upper middle income
73.17317073170732,2796.081434280432,100.519088745117,815.6279869857101,34.4470166846987,1.4118497109826589,ARM,Armenia,2010,Europe & Central Asia,Upper middle income
73.8170731707317,2943.836871193151,90.0805282592773,896.9480238356551,41.8107255386856,1.619505267677268,ARM,Armenia,2011,Europe & Central Asia,Upper middle income
74.11951219512196,3159.758607868893,87.2422828674316,982.4424153134718,43.2896148307344,1.8746734565655896,ARM,Armenia,2012,Europe & Central Asia,Upper middle income
74.62195121951221,3266.2988299987346,84.4040374755859,959.8016823476836,41.050500477264,1.817471872931833,ARM,Armenia,2013,Europe & Central Asia,Upper middle income
74.87317073170733,3393.09252326884,84.9311065673828,1045.9751136302111,38.639237611456,1.911307983276926,ARM,Armenia,2014,Europe & Central Asia,Upper middle income
74.87073170731709,3512.3935027670905,85.793701171875,1084.5206294013578,38.1148586893988,1.8693336883445384,ARM,Armenia,2015,Europe & Central Asia,Upper middle income
74.86829268292684,3533.885036070068,86.72132364908853,1043.0979720341645,35.8609078798257,1.796043177488888,ARM,Armenia,2016,Europe & Central Asia,Upper middle income
75.21707317073171,3815.374742603702,87.64894612630206,1105.966969817074,34.0153569947094,1.9093105994495536,ARM,Armenia,2017,Europe & Central Asia,Upper middle income
75.61951219512196,4027.833930109785,88.5765686035156,1072.336824811469,34.201366074335,2.004344897271809,ARM,Armenia,2018,Europe & Central Asia,Upper middle income
76.2219512195122,4343.458395830194,93.6171493530273,1163.0928467568945,32.6618235324139,2.1684725738396624,ARM,Armenia,2019,Europe & Central Asia,Upper middle income
73.37560975609757,4032.090434549552,94.89111328125,1233.3045589153232,30.5796334750125,2.334560189093365,ARM,Armenia,2020,Europe & Central Asia,Upper middle income
72.27804878048782,4264.799615051871,97.3015594482422,1271.5280555632448,30.5796334750125,2.5349221888397526,ARM,Armenia,2021,Europe & Central Asia,Upper middle income
74.7658536585366,4791.004817121827,96.8645629882812,1347.5905574741312,30.5796334750125,2.4549710359692845,ARM,Armenia,2022,Europe & Central Asia,Upper middle income
77.4658536585366,5197.235090135753,95.1246490478516,1347.5905574741312,30.5796334750125,2.606045272070978,ARM,Armenia,2023,Europe & Central Asia,Upper middle income
71.443,13054.636432689664,,,6.78903031026655,0.0017588602585524,ASM,American Samoa,2000,East Asia & Pacific,High income
71.573,13054.636432689664,,,6.77037814699815,0.0017527562091388,ASM,American Samoa,2001,East Asia & Pacific,High income
